ds100,name,lat,lon,elevation_m
LGW,Markkleeberg-Gaschwitz,51.2497065,12.3791739,121
LGD,Großdeuben,51.2317919,12.3832827,126
LMA,Markkleeberg,51.2790065,12.3725835,117
LMAG,Markkleeberg-Großstädteln,51.2625137,12.3763105,121
DGZ,Gößnitz,50.8933179,12.4293618,207
EASB,Ascheberg,51.7830559,7.6007728,72
USNO,Schleusingen Ost,50.51442,10.7666657,425
DWR,Werdau,50.7257,12.3670053,299
DRC,Reichenbach (Vogtl) ob Bf,50.6278813,12.2933375,399
DNZU,Netzschkau,50.6113006,12.2442952,378
DWES,Westewitz-Hochweitzschen,51.1375841,13.0279268,163
MNEW,Nesselwang,47.623705,10.5050121,869
KMD,Menden (Rheinland),50.7796847,7.1495827,55
LGRI,Grimma oberer Bahnhof,51.2300917,12.7141905,160
LBEU,Beucha,51.3235061,12.5731716,130
UG,Gera Hauptbahnhof,50.883322,12.0772428,193
DGR,Großbothen,51.1840611,12.7594673,147
DKLB,Klosterbuch,51.1576766,13.0039853,178
UGS,Gera Süd,50.8713207,12.0762331,193
LBLS,Bad Lausick,51.1439427,12.6485658,171
BBST,Bestensee,52.242008,13.6349392,37
RWRTL,Wörth (Rhein) Alte Bahnmeisterei,49.0485842,8.2664847,102
NUA,Unterasbach,49.4166774,10.985618,323
DCD,Chemnitz Süd,50.8238539,12.9268771,310
DNST,Niederstriegis,51.0832571,13.1506643,187
RLBN,Ludwigshafen(Rhein) BASF Nord,49.5200434,8.4278688,96
HLBN,Lüneburg Nord,53.2541791,10.4217087,15
BLF,Ludwigsfelde,52.2983507,13.267456,43
HBWU,Bremerhaven-Wulsdorf,53.5087941,8.6117387,2
TBL,Blaubeuren,48.4037943,9.7913032,517
DLGL,Lichtenstein Gewerbegebiet,50.7752867,12.6320872,298
DRDF,Rödlitz-Hohndorf,50.7422505,12.654027,353
DNWZ,Niederwürschnitz,50.7182239,12.75418,416
DSTO,Stollberg (Sachs),50.7093088,12.773502,453
DGL,Glauchau (Sachs),50.8287631,12.54872,245
MLAS,Landshut (Bay) Süd,48.5243244,12.1404601,412
UWEM,Weida Mitte,50.7763137,12.0554966,254
KN,Neuss Hbf,51.2044376,6.6846709,42
KNO,Norf,51.1601708,6.7319654,40
BTHF,Tempelhof,52.4709704,13.3844457,46
ESES,Bielefeld-Sennestadt,51.9406455,8.5673319,119
ERDW,Rheda-Wiedenbrück,51.8572204,8.2865189,75
EWAF,Warendorf,51.9501568,7.9840382,56
EBRAH;EBRA,Brake (b Bielefeld),52.0696425,8.6051711,92
EBIL,Bielefeld Hauptbahnhof,52.0293323,8.5327135,119
ETEL,Telgte,51.9811648,7.7809927,51
EBWE,Bielefeld-Brackwede,51.9972661,8.4984841,133
EBIO,Bielefeld Ost,52.0239811,8.5592813,102
EQL,Quelle,52.0003263,8.46121,124
KD,Düsseldorf Hauptbahnhof,51.219734,6.7943015,47
AAHG,Ahrensburg-Gartenholz,53.6890433,10.2519433,46
LBGH,Belgershain,51.2338928,12.5428283,153
RNBH,Helmhof,49.2787427,8.9953754,193
RHFH,Hüffenhardt,49.2909416,9.0868187,303
ROGI,Obergimpern,49.2554404,9.0438608,251
RUG,Untergimpern,49.2690531,9.0118879,210
RKHF,Karlsruhe Hafen,49.0145697,8.3432262,105
FLUE,Lütter,50.4808943,9.7655591,352
KHBD,Bad Honnef (Rhein),50.6397047,7.2194412,58
AWLF,Wohltorf,53.5206983,10.2781374,16
TWO,Wolfegg,47.824158,9.8086654,672
TSTD,Stetten,48.0226086,8.87198,646
MAES,Weißenhorn-Eschach,48.3010224,10.13494,495
REH,Edesheim (Pfalz),49.2637975,8.1390175,151
RRST,Rohrbach (Pfalz),49.1381199,8.1416451,136
NOKP,Oberkotzau,50.2663813,11.9319557,486
MGNB,Bad Grönenbach,47.8827152,10.2538441,675
LRH,Raguhn,51.7088299,12.2706761,82
DHU,Holzhau,50.7341357,13.5919444,621
FWUE,Wilhelmshütte (Lahn),50.8681834,8.5508856,251
ESCA,Schameder,50.9977865,8.2927395,507
HBMG,Bremen-St. Magnus,53.171572,8.6696741,31
FCLD,Caldern,50.8528761,8.6702659,221
RNM,Neckargemünd,49.3938234,8.7883033,122
ECME,Castrop-Rauxel Merklinde,51.5278879,7.3243504,119
WSBN,Subzin-Liessow,53.8919301,12.347621,25
WST,Scharstorf,53.9700883,12.2458018,40
DZA,Zwotental,50.3623156,12.3639003,681
HGAL,Garrel,52.9489682,8.0140433,18
HVST,Varrelbusch-Staatsforsten,52.8940878,8.0385365,43
LBL,Borna (b Leipzig),51.1179769,12.4862191,148
LLO,Lobstädt,51.136033,12.448788,140
LNK,Neukieritzsch,51.1508549,12.4127504,142
LBWE,Böhlen Werke,51.1848498,12.3838787,135
ASCS,Schönberger Strand,54.4108721,10.4126636,0
UKSO,Crossen Ort,50.97487,11.981939,171
UML,Marksuhl,50.9083618,10.2245994,292
HHSB,Hasbergen,52.2416839,7.9534745,80
SW,Schippelsweg,53.6352958,9.9525076,16
LLC,Leipzig-Connewitz,51.3009323,12.3865233,125
BNB,Nordbahnhof,52.5322749,13.3878392,31
TBOT,Böblingen Danziger Straße,48.6789704,8.9971715,442
LBRO,Brocken,51.7995477,10.6185012,1124
KBIF,Nörvenich-Binsfeld,50.7953577,6.5329055,136
KVET,Vettweiß,50.743435,6.601892,149
DSC,Schwarzenberg (Erzgebirge),50.5449982,12.7876699,423
MAPF,Ampfing,48.2539592,12.4113616,420
HOTL,Osterode (Harz) Leege,51.7170593,10.2730117,237
LKTU,Kötzschau,51.3045133,12.1236016,105
HLON,Lohne (Oldb),52.665427,8.2292774,35
ESW,Siegen-Weidenau,50.8959489,8.0298278,248
EDAB,Dahlbruch,50.9704146,8.0534651,319
HBRK,Bremen-Kirchhuchting,53.0506165,8.7345784,3
HBIK,Brinkum (b Bremen),53.0131831,8.7831928,7
HMOD,Moordeich,53.0357937,8.7256238,5
ELGS,Lengerich (Westf) Stadt,52.1902324,7.8547753,84
ADBK,Dagebüll Kirche,54.7302933,8.7295216,-1
EHTM,Hattingen (Ruhr) Mitte,51.3972273,7.180216,83
HNDH,Nordhorn,52.4304605,7.0639415,25
HNEH,Neuenhaus,52.5018937,6.9700071,17
EWFK,Wesel-Feldmark,51.6766655,6.6162508,25
EBKP,Wesel-Blumenkamp,51.6951561,6.613187,23
FSTH,Stockhausen/Lahn,50.540605,8.3251399,145
FBFS,Leun / Braunfels,50.5396383,8.3672402,142
FSOL,Solms,50.5457469,8.4068854,145
LBOR,Borsdorf (Sachsen),51.3457561,12.5411263,126
LLPD,Leipzig-Paunsdorf,51.3441994,12.4438271,128
LLMK,Leipzig Markt,51.340615,12.3745806,118
EMEU,Menden (Sauerland) Süd,51.4284121,7.8074743,146
EMED,Menden (Sauerland),51.4353047,7.7919706,142
EKHU,Kirchhundem,51.0857974,8.0780712,305
EMEG,Lennestadt-Meggen,51.1228572,8.0651231,266
EFP,Finnentrop,51.1731935,7.9645839,235
EA,Lennestadt-Altenhundem,51.1039499,8.0713828,290
EOVP,Oeventrop,51.3918662,8.132286,210
MMEI,Meitingen,48.5461969,10.8480575,428
MHEH,Herbertshofen,48.52965,10.8480435,435
MGAL,Gablingen,48.4629269,10.8508778,460
MLAW,Langweid (Lech),48.4909728,10.8479744,449
KKRL,Krefeld-Linn,51.3376542,6.6300195,33
FOCK,Ockenheim,49.9503585,7.9647624,100
DGLM,Gleisberg-Marbach,51.0662135,13.2396391,210
TMIN,Maichingen Nord,48.7275203,8.9794371,467
TRXS,Renningen Süd,48.7626683,8.9319595,408
ELAG,Lage (Lippe),51.9916163,8.8013296,104
HELN,Elisabethfehn,53.1502315,7.7134866,3
SKLH,Kaiserslautern-Hohenecken,49.4159816,7.6996697,279
NLT,Ludwigsthal,49.0595018,13.2379528,632
KKOI,Korschenbroich,51.1956189,6.5119771,46
LHRA,Hohenroda,51.4992873,12.4209953,104
RGR,Grünstadt,49.5645317,8.1677547,167
KLAW,Langerwehe,50.8179036,6.3534794,147
RMK,Meckesheim,49.3207732,8.8127337,141
FDAU,Daubringen,50.65454,8.7357277,181
RLAD,Landau (Pfalz) Süd,49.188963,8.1144069,150
HERT,Erbstorf,53.2727363,10.4759501,29
LGN,Genthin,52.4034411,12.1565378,34
ERUD,Wilnsdorf-Rudersdorf,50.8392021,8.1440474,345
BSTH,Ludwigsfelde-Struveshof,52.3171553,13.2320093,47
UHI,Hinternah,50.5154819,10.7908165,409
USNN,Schleusinger Neundorf,50.5449596,10.8282087,467
NLUS,Ludwigsstadt,50.4866774,11.3829776,448
NNOH,Nordhalben,50.3683503,11.5178951,475
RBSK,Bad Schönborn-Kronau,49.2195714,8.6468851,109
UNME,Neumühle (Elster),50.7021883,12.1698633,244
UBGE,Berga (Elster),50.7472915,12.1588957,226
UWFN,Wünschendorf (Elster) Nord,50.8173779,12.0779622,205
UWF,Wünschendorf (Elster),50.7974173,12.0976387,213
LSCR,Schierke,51.7651281,10.6776735,712
URGS,Ringleben-Gebesee,51.1041216,10.9579879,155
RANS,Annweiler-Sarnstall,49.2086892,7.9372553,186
RHIM,Himmelreich,47.9586107,7.9914722,455
MBAK,Bad Aibling Kurpark,47.8573551,12.0144491,475
MMRN,Maria Rain,47.6325576,10.4800061,891
LLA,Leipzig-Lützschena,51.389972,12.293372,127
HEMP,Empelde,52.340167,9.6689935,62
MEI,Eitensheim,48.8159068,11.3195188,407
MGH,Gaimersheim,48.7987477,11.3698713,386
MTA,Tauberfeld,48.8192431,11.2754297,418
DAB,Annaberg-Buchholz Süd,50.556011,12.9975192,582
LHSS,Halle-Silberhöhe,51.4455821,11.9666464,102
UW,Weißenfels,51.2046563,11.9710163,108
TDZB,Dörzbach,49.3848204,9.7014429,237
KGBU,Euskirchen-Großbüllesheim,50.6869635,6.8161902,153
MFRD,Fremdingen,48.9710208,10.4612273,444
MWBN,Wilburgstetten,49.0252523,10.3970106,444
TKTS,Kirchheim (Teck)-Süd,48.6393392,9.4521042,318
KODE,Swisttal-Odendorf,50.650948,6.8808952,165
KBR,Brühl,50.8292719,6.9126407,65
SBER,Berenbach,50.230567,6.9557881,438
ALD A,Lübeck-Dänischburg IKEA,53.9110878,10.7347452,5
ULL,Leißling,51.1856105,11.910246,99
RBGN,Bietingen,47.7441557,8.7384506,434
RG,Gottmadingen,47.7373777,8.7751319,434
BORS,Oranienburger Straße,52.5252246,13.3930145,40
NMUE,Münnerstadt,50.2500744,10.1886043,246
UHUE,Hüttengrund,50.3811368,11.1976787,424
NEHM,Eisenheim,49.8694409,10.153764,267
RSTN,Steinen,47.641603,7.7412441,330
EHM,Hamm (Westf) Hbf,51.6785747,7.807713,63
KFKO,Frechen-Königsdorf,50.9364404,6.7778658,89
DMEH,Mehltheuer,50.5440614,12.0364612,510
LLH,Leipzig-Heiterblick,51.3694193,12.4601666,128
LKNZ,Krensitz,51.4905757,12.4610689,105
HEYD,Eyendorf,53.208368,10.1589871,40
ELBG,Velbert-Langenberg,51.354968,7.122484,110
ENIR,Velbert-Nierenhof,51.3720417,7.1344771,84
EEKU,Essen-Kupferdreh,51.3906381,7.0803825,55
EEHH,Essen-Holthausen,51.4174738,7.072877,58
TSCB,Schömberg,48.2058034,8.7582514,684
DNIE,Niederdorf (Erzgeb),50.7281665,12.7823046,406
TRB,Ravensburg,47.7846888,9.6062415,430
TRCB,Reichenberg (Unterfr),49.7311594,9.9128939,244
HKM,Bokeloh (Kr Meppen),52.7095948,7.3615878,16
KSO,Solingen Hauptbahnhof,51.1611221,7.004223,117
TKEH,Kehlen,47.683006,9.5480918,411
WAS,Alt Schwerin,53.5120694,12.355582,63
WGQ,Groß Quassow,53.3149947,13.0041999,60
KMIE,Miesenheim,50.4040822,7.4076355,102
KNME,Mendig,50.369606,7.2910167,193
DSTN,Stenn,50.6785572,12.4415625,376
TMWA,Maulbronn West AVG,48.9838813,8.7821552,272
HWMS,Warmsen,52.4564203,8.8532912,48
THMG,Hemmingen,48.8678889,9.0319697,324
EBW,Bochum-Langendreer West,51.4780252,7.3043713,95
KANM,Angermund,51.3305487,6.7818529,38
LPG,Pegau,51.1659975,12.2410967,133
LNAU,Nauendorf (Saalkreis),51.6086687,11.8842382,148
HEGT,Egestorf (Deister),52.278721,9.513633,102
KSPI,Spich,50.8269432,7.1146131,56
LLT,Leipzig-Thekla,51.3720066,12.4289179,116
LWZW,Bennewitz,51.3559467,12.7085816,112
LACF,Leipzig-Anger-Crottendorf,51.3324429,12.4203549,122
LLST,Leipzig-Stötteritz,51.3243265,12.4112039,128
LMAC,Machern (Sachsen),51.3576333,12.627784,150
TFKH,Frickenhausen,48.5953212,9.3585006,318
FEG,Eschwege,51.1918201,10.0427456,167
NKO,Kirchenlamitz Ost,50.1655722,11.9859183,558
BLB,Lübben (Spreewald) / Lubin (Błota),51.940029,13.8765309,52
BLN,Lübbenau (Spreewald) / Lubnjow (Błota),51.8620528,13.9611658,51
MWTD,Wassertrüdingen,49.0438216,10.6073179,430
AHAGL,Hagel,53.5371859,9.4497899,19
SSWN,Schwarzerden,49.5334179,7.2924381,350
MNHL,Neuhausen (b. La.),48.6185205,11.9963348,452
MPFT,Pfettrach,48.5744965,12.0660326,416
AHNU,Hademarschen,54.1228016,9.4151219,40
RBTU,Bötzingen Mühle,48.0756475,7.7279384,189
KMCK,Meckenheim,50.627449,7.0146958,171
BHD,Hennigsdorf (bei Berlin),52.6374079,13.2060771,34
KBRN,Breinig,50.7311064,6.2139073,279
TBWT,Bad Wimpfen im Tal,49.2298366,9.187153,150
TN M,Neckarsulm Mitte,49.1932049,9.2227823,157
TN S,Neckarsulm Süd,49.1803265,9.22056,154
KSA,Satzvey,50.6230508,6.7131903,218
DRW,Roßwein,51.0605381,13.1850902,197
NBOB,Böbrach,49.0533867,13.0142385,448
NPAD,Patersdorf,49.0130266,12.9935911,466
NRUF,Ruhmannsfelden,48.9896925,12.9913869,506
NGZ,Gotteszell,48.9581991,12.9834877,550
WPU,Plau am See,53.4603764,12.2560539,67
HNMU,Mesch Neue Mühle,52.2637215,8.5208376,96
MOSM,Oberschleißheim,48.256922,11.5577004,480
MUSM,Unterschleißheim,48.2737062,11.5685893,475
KDBE,Düsseldorf-Benrath,51.1623121,6.8788554,44
EMSI,Marl-Sinsen,51.6678796,7.1733118,64
KWIS,Alfter-Witterschlick,50.6896913,7.0261289,133
EDRS,Drensteinfurt,51.7988761,7.7338736,65
ESRT,Schwerte (Ruhr),51.4425888,7.5592083,127
EHG,Hagen Hbf,51.36296,7.4606062,108
BNE,Neuhof (b Zossen),52.1392525,13.4796003,42
KK,Köln Hauptbahnhof,50.9427839,6.9590705,61
EWIT,Witten Hbf,51.4355898,7.3293869,95
EWIA,Witten Annen-Nord,51.4479073,7.3756589,113
EHGV,Hagen-Vorhalle,51.3881374,7.4336701,104
EDKR,Dortmund-Kruckel,51.4582906,7.4154176,99
EDBA,Dortmund-Barop,51.4770698,7.4313782,95
LBOW,Buschow,52.5921844,12.6294928,28
LNS,Nennhausen,52.5999107,12.5027752,32
RSCW,Schopfheim West,47.6455728,7.8016147,361
THD,Heidenheim,48.6801958,10.1565763,494
RHK,Hockenheim,49.3174014,8.5373678,99
FO,Offenbach (Main) Hauptbahnhof,50.0992632,8.7614581,111
FRDH,Rüdesheim (Rhein),49.9769313,7.9146404,96
FWS,Wiesbaden-Schierstein,50.0476181,8.1950514,102
RKN,Kenzingen,48.1948673,7.7642435,173
MMAR,Sankt-Martin-Straße,48.1185584,11.5957783,532
KDNG,Düren Im Großen Tal,50.8330211,6.4742172,123
RETL,Ettlingen West,48.9471361,8.3878674,123
RMU,Muggensturm,48.8768037,8.2744012,123
TSY,Siglingen,49.2973084,9.3051352,177
RERF,Erfenstein,49.3529608,8.0171076,192
SSTH,Staudernheim,49.7806481,7.6935244,141
KKLE,Kleinenbroich,51.1956586,6.5519063,42
EHGO,Hagen-Oberhagen,51.3512288,7.4785664,126
RWU,Waldshut,47.6212145,8.2195188,339
RSAL,Schallstadt,47.9559506,7.754131,232
KBBG,Bonn-Bad Godesberg,50.6838092,7.1596754,68
RBEL,Bad Bellingen,47.7308626,7.5576209,250
SSE,Sehlem (Kreis Wittlich),49.9074153,6.8234364,191
TSS,Stuttgart Schwabstraße,48.7702483,9.1569698,296
BMN,Messe Nord/ZOB,52.5077057,13.2834702,42
KHAN,Haan,51.1880908,6.9980395,135
TBOX,Boxberg-Wölchingen,49.4854629,9.6396855,276
THZ,Herbolzheim (Jagst),49.2817714,9.2597617,164
TWAL,Wallhausen (Württ),49.2092149,10.0630595,442
DZW,Zwickau (Sachsen) Hauptbahnhof,50.7148501,12.4757824,287
FOW,Ober-Widdersheim,50.4295001,8.9340285,147
KMBO,Meerbusch-Osterath,51.2690859,6.6259121,42
HADF,Asendorf,52.7732392,9.0043322,55
LSEH,Leipzig-Sellerhausen,51.3452705,12.4242714,120
EDSL,Duisburg-Schlenk,51.4022942,6.7731462,35
FMT,Montabaur,50.4448297,7.8252239,230
HEMK,Emmerke,52.1624604,9.865811,88
UHL,Hörschel,51.0078337,10.233062,217
USB,Seebergen,50.9293148,10.7926655,279
UWA,Wandersleben,50.9065887,10.8527134,269
HLGL,Lenglern,51.5883946,9.8713519,169
BL,Berlin Hauptbahnhof (tief),52.5246361,13.369861,24
AHS,Hamburg Hauptbahnhof,53.5526959,10.0075644,17
FEMW,Bad Ems West,50.3308476,7.7062637,79
NWHR,Weiherhammer,49.6313081,12.061336,392
LKUH,Kühren,51.3494148,12.8336944,157
KDGA,Düsseldorf-Garath,51.1435907,6.8976828,44
KDES,Düsseldorf-Eller Süd,51.1979924,6.8362486,42
MOP,München Ost,48.1277214,11.6055187,533
BSDG,Sundgauer Straße,52.4364399,13.2742012,47
MMAM,Mammendorf,48.2168683,11.1760965,528
MMA,Maisach,48.214243,11.2556124,516
MGLD,Gernlinden,48.2127484,11.3005062,511
MESG,Esting,48.212204,11.3169531,503
MOL,Olching,48.2101264,11.3355115,506
MLO,Lochhausen,48.1760311,11.4087172,513
BMEX,Mexikoplatz,52.4367661,13.2332397,43
MLW,Langwied,48.1630442,11.4324517,518
MMHG,Hirschgarten,48.143552,11.5194685,522
ML,Laim,48.1444973,11.5029655,525
EHZW,Holzwickede,51.5048161,7.6192918,122
MMDN,Donnersbergerbrücke,48.1426694,11.5365226,524
MHAB,Hackerbrücke,48.1419636,11.548527,522
MH,München Hauptbahnhof,48.1407253,11.5569426,524
ABTS,Berliner Tor,53.5527185,10.0249771,9
HEA,Emden Außenhafen,53.3440826,7.1858727,3
MRI,Riem,48.1439688,11.6777725,522
MFK,Feldkirchen,48.151842,11.7321017,518
MHEM,Heimstetten,48.1587089,11.7594112,519
MKA,Karlsplatz (Stachus),48.1394857,11.565622,526
MGI,Giesing,48.1111299,11.5960835,540
MRP,Rosenheimer Platz,48.1291844,11.5930749,532
MIT,Isartor,48.1342128,11.5831361,516
AFE,Fredenbeck,53.5168829,9.3970805,21
FDN,Darmstadt Nord,49.8921078,8.6540718,139
MBDH,Baldham,48.0992017,11.7870376,549
MVS,Vaterstetten,48.1040934,11.7645564,545
MP,München-Pasing,48.1499561,11.4617667,527
MWAE,Wächterhof,48.0341152,11.7120963,584
MAY,Aying,47.9689954,11.7692669,603
MDHR,Dürrnhaar,47.9938893,11.7365949,599
MGHD,Großhelfendorf,47.9460091,11.7812559,612
MHOB,Hohenbrunn,48.0465741,11.6987991,568
MHSB,Höhenkirchen-Siegertsbrunn,48.0186515,11.7191892,587
MNB,Neubiberg,48.0758576,11.6602147,551
MNPS,Neuperlach Süd,48.0888217,11.6450199,541
MOBR,Ottobrunn,48.0633423,11.6784057,561
MPER,Perlach,48.0934102,11.6315196,545
NMT,Marktbreit,49.663853,10.1458864,207
MFG,Fasangarten,48.0931675,11.6058199,546
MFP,Fasanenpark,48.0795779,11.6094665,551
MUH,Unterhaching,48.0652223,11.6123856,560
MTU,Taufkirchen,48.05187,11.6094603,568
MFU,Furth,48.0359048,11.5937406,581
MDS,Deisenhofen,48.0194606,11.5836136,596
MOTF,Otterfing,47.9113421,11.6821438,670
MHO,Holzkirchen,47.8844678,11.6973194,683
MAMT,Altomünster,48.3849954,11.2550326,494
MKHN,Kleinberghofen,48.3539944,11.2754518,482
MEWG,Erdweg,48.3331176,11.3042728,474
MANB,Arnbach,48.3411949,11.3437808,472
MNRO,Niederroth,48.3211861,11.3901123,479
MSHH,Schwabhausen,48.3003603,11.3646495,496
MDAS,Dachau Stadt,48.2666185,11.4397432,479
MDA,Dachau Bahnhof,48.2546558,11.4442831,481
LBT,Bitterfeld,51.6225986,12.3168951,77
KDO,Dormagen,51.0997047,6.8145602,44
FNMB,Naumburg (Kassel),51.2507851,9.1693597,290
MPE,Petershausen (Oberbay),48.4135125,11.4700551,476
MDZ,Dürrenzimmern,48.9073342,10.5498866,423
MRMS,Röhrmoos,48.3337435,11.4446323,493
MHSN,Hebertshausen,48.2909791,11.4555114,489
MKFS,Karlsfeld,48.2112619,11.4595228,497
MGE,Geltendorf,48.1060414,11.0373735,600
MTFD,Türkenfeld,48.1047184,11.0775429,601
MGF,Grafrath,48.1320277,11.1530653,570
MMAL,Allach,48.1900336,11.4681053,506
MAUG,Untermenzing,48.1777125,11.4726846,511
MSNG,Schöngeising,48.1469834,11.1909945,560
MBAU,Buchenau,48.1603391,11.2245736,540
MFB,Fürstenfeldbruck,48.1717763,11.2622108,525
MPM,Puchheim,48.1719408,11.3534979,519
MLEU,Leuchtenbergring,48.1342868,11.6159941,531
MMAU,Aubing,48.1559713,11.4131591,523
MLEF,Leienfelsstraße,48.1545345,11.42858,527
MGRB,Grub,48.1644857,11.7824461,517
MPO,Poing,48.1713497,11.8097694,510
MSB,Markt Schwaben,48.193382,11.8619398,510
MONH,Ottenhofen,48.2181796,11.8793821,501
MKL,St. Koloman,48.243601,11.8829134,508
MAFE,Aufhausen,48.2741128,11.8941508,477
MANE,Altenerding,48.2936849,11.9017773,466
KKRO,Krefeld-Oppum,51.3297335,6.6108656,36
MTR,Trudering,48.1260355,11.6633383,526
MGDF,Gronsdorf,48.1183648,11.698837,537
MZO,Zorneding,48.0895421,11.8324234,561
MEGL,Eglharting,48.0824675,11.8639275,560
MKO;MKO H,Kirchseeon,48.0709848,11.8872843,561
MEG,Ebersberg,48.0749112,11.9704653,565
MTZ,Tutzing,47.9071073,11.2728014,616
MFA,Feldafing,47.9469563,11.2902416,651
MSNO,Starnberg Nord,48.0062353,11.3473651,595
MSD,Stockdorf,48.0928539,11.4002573,566
MFHT,München Flughafen Terminal,48.3537694,11.7861263,451
MPL,Planegg,48.1054555,11.4137456,558
MFHB,München Flughafen Besucherpark,48.3520957,11.7637381,444
MNF,Neufahrn (b Freising),48.3219375,11.6616986,462
MPU,Pulling (bei Freising),48.3633523,11.7071116,450
MLCH,Lochham,48.1282578,11.4308924,539
MEC,Eching,48.3029797,11.616758,467
MLH,Lohhof,48.2882963,11.5812839,471
MWKR,Westkreuz,48.1488968,11.4437634,526
MFE,Feldmoching,48.2138224,11.5412829,497
MFAS,Fasanerie,48.1977752,11.5258659,499
MMCH,Moosach,48.1800399,11.5060222,508
MHP,Heimeranplatz,48.1330104,11.5314435,529
MMT,Mittersendling,48.1077964,11.536379,545
MSW,Siemenswerke,48.0943067,11.5327302,555
MSN,Solln,48.0799367,11.5269373,568
MHMO,Hallbergmoos,48.3093236,11.7143818,460
MIS,Ismaning,48.2257986,11.679452,491
MDFG,Daglfing,48.1496375,11.6493051,518
MEGS,Englschalking,48.1567627,11.6483507,515
MFHH,Freiham,48.1400082,11.4100699,531
MNA,Neuaubing,48.1416917,11.4220845,532
MHHS,Harthaus,48.1334308,11.3876765,538
LWZ,Wurzen,51.3644309,12.7386899,125
MUG,Germering-Unterpfaffenhofen,48.1288545,11.3640209,541
MGIB,Geisenbrunn,48.1091422,11.3247978,567
MGCH,Gilching-Argelsried,48.1057939,11.2998358,562
MNGH,Neugilching,48.0991526,11.2889784,567
MWS,Weßling,48.0774385,11.2520169,593
MSA,Steinebach,48.06096,11.206516,573
MSH,Seefeld-Hechendorf,48.0415719,11.1988718,562
MHI,Herrsching,47.9984622,11.1703947,539
EKGS,Kettwig Stausee,51.3565067,6.9386704,60
MWO,Wolfratshausen,47.9145344,11.4271034,578
MIC,Icking,47.9532071,11.4366558,667
MEBS,Ebenhausen-Schäftlarn,47.9787164,11.4537042,666
MBAB,Baierbrunn,48.0186891,11.4800232,627
BBAB,Babelsberg,52.3914035,13.0929636,37
BTLS,Teltow Stadt,52.396844,13.2762483,45
MHRK,Höllriegelskreuth,48.0433039,11.5096112,600
MSR,Sauerlach,47.9739776,11.6548565,617
MPUL,Pullach,48.0589622,11.5218408,582
MGOI,Großhesselohe Isartalbahnhof,48.0711623,11.5309003,571
MUFG,Unterföhring,48.1902438,11.6468943,508
MJK,Johanneskirchen,48.1676081,11.6460093,519
MGFL,Gräfelfing,48.119637,11.4256195,549
TEZL,Esslingen-Zell,48.72446,9.359399,245
TOES,Oberesslingen,48.7299583,9.3270958,241
WGNV,Gnevkow,53.7931443,13.1744485,47
TSV,Stuttgart-Vaihingen,48.7264626,9.1131764,436
TNS,Niederstotzingen,48.5323099,10.236089,452
AEC,Eckernförde,54.4678292,9.8349414,1
KRBA,Rheinbach,50.6292472,6.9478747,174
LLEL,Leipzig-Leutzsch,51.3540526,12.3048951,104
DSU,Schweinsburg-Culten,50.7872149,12.3696314,269
TGSN,Gerstetten,48.6249136,10.0224472,637
ALHS,Lübeck-Hochschulstadtteil,53.8304946,10.6889628,12
HBUE,Bruchmühlen,52.2044652,8.4487933,69
DMEA,Meißen Altstadt,51.1590198,13.4730386,108
HROE,Bieren-Rödinghausen,52.2393459,8.5169111,96
FFS,Frankfurt (Main) Süd,50.099356,8.6863016,103
FMM,Mainz-Mombach,50.0227956,8.2293437,90
HKHW,Kirchhammelwarden,53.3050911,8.4752901,-1
HBMU,Bremen Mühlenstraße,53.1852409,8.5713244,16
HDRY,Dreye,53.0187343,8.871488,6
BHUM,Humboldthain,52.5449517,13.3794684,46
BBOS,Bornholmer Straße,52.5547713,13.3978451,49
HBL,Bremen-Lesum,53.1707167,8.6860592,23
HBSC,Bremen-Schönebeck,53.1728079,8.6493299,18
BARF,Alt-Reinickendorf,52.5777843,13.3512427,41
BKBO,Karl-Bonhoeffer-Nervenklinik,52.578019,13.3291747,48
BEBD,Eichborndamm,52.5776294,13.3166204,38
BTG,Tegel,52.5881913,13.2896968,36
RAP,Appenweier,48.5416395,7.9734103,145
RAH,Achern,48.6339021,8.0653792,141
RSZM,Sinzheim,48.759779,8.1584224,125
RBBL,Baden-Baden Rebland,48.7337369,8.1465943,130
RSZN,Sinzheim Nord,48.7706184,8.169696,125
RHEB,Baden-Baden Haueneberstein,48.8118668,8.2090421,117
RKDS,Dammerstock,48.9844656,8.403627,115
RK,Karlsruhe Hauptbahnhof,48.9936164,8.4020518,124
RKAB,Albtalbahnhof,48.9936597,8.3960901,116
RSPN,Speyer Nord-West,49.3336829,8.4192029,103
HBHL,Bremerhaven-Lehe,53.5667574,8.6006,4
HBDV,Baden (Kr Verden),53.0077966,9.0814824,29
KKR,Krefeld Hbf,51.3257368,6.5701629,47
SEF,Einsiedlerhof,49.4309501,7.6620185,244
SVO,Vogelweh,49.4385627,7.7060332,247
SKEN,Kennelgarten,49.4408977,7.7336981,248
MRO,Rosenheim,47.8503485,12.1195039,448
LPRO,Petersroda,51.5700868,12.285352,90
DCU,Crimmitschau,50.8150816,12.393013,238
LBO,Böhlen (b Leipzig),51.2028739,12.382051,132
NLS,Ludwigschorgast,50.1216029,11.5574529,328
LGOH,Gröbers,51.4323605,12.1166569,110
BDK;BDKU;BDKOB,Doberlug-Kirchhain,51.620608,13.5642259,101
